url,img
/tin-tuc/hoi-dap-bac-si/ngua-da-sau-uong-thuoc-khang-sinh-co-sao-khong/,https://vinmec-prod.s3.amazonaws.com/images/20220919_223607_848726_da-ngua-man-do-kem-kh.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/nguoi-bi-buou-nhan-giap-2-thuy-nen-kieng-gi/,https://vinmec-prod.s3.amazonaws.com/images/20220311_125059_901560_phau-thuat-dieu-tri-d.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/kho-khe-kem-dom-trang-sau-mac-covid-5-thang-co-sao-khong/,https://vinmec-prod.s3.amazonaws.com/images/20211218_154656_597352_trieu-chung-hen-suyen.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/cholesterol-total-54-co-nguy-hiem-khong/,https://vinmec-prod.s3.amazonaws.com/images/20211228_113807_404435_muc-do-cholesterol-3.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/viem-hong-keo-dai-kem-nghen-hong-co-sao-khong/,https://vinmec-prod.s3.amazonaws.com/images/20220217_020841_223546_1-viem-hong-noi-hach.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/tieu-ra-bot-la-dau-hieu-cua-benh-gi/,https://vinmec-prod.s3.amazonaws.com/images/20220924_051232_186349_a7adbf6ff43ea87480c21.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/tieu-nhieu-lan-kem-dau-bung-duoi-co-phai-viem-duong-tiet-nieu-khong/,https://vinmec-prod.s3.amazonaws.com/images/20220520_225156_915221_nam-gioi-thuong-xuyen.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/dau-cung-2-ben-thai-duong-kem-hoa-mat-la-benh-gi/,https://vinmec-prod.s3.amazonaws.com/images/20220624_022814_965712_khac-phuc-dau-hai-ben.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/hoa-mat-kem-met-moi-la-dau-hieu-cua-benh-gi/,https://vinmec-prod.s3.amazonaws.com/images/20220919_224230_254712_tuc-nguc-kem-hoa-mat-.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/nang-tuyen-giap-kich-thuoc-4mm-co-nguy-hiem-khong/,https://vinmec-prod.s3.amazonaws.com/images/20210927_135053_508021_nang-tuyen-giap-va-ca.max-800x800.jpg
/tin-tuc/hoi-dap-bac-si/nhan-giap-thuy-trai-tirads-3-co-nguy-co-mac-ung-thu-khong/,https://vinmec-prod.s3.amazonaws.com/images/20220106_232053_872393_00.max-800x800.jpg
